journal_name,pub_name,journal_id,price,price_date_stamp,category
Managementforschung,Springer,2366-6137,3000,2016-08-11,NA
Manuelle Medizin,Springer,1433-0466,3000,2016-08-11,NA
Manuscripta Mathematica,Springer,1432-1785,3000,2016-08-11,NA
Marine Biodiversity,Springer,1867-1624,3000,2016-08-11,NA
Marine Biology,Springer,1432-1793,3000,2016-08-11,NA
Marine Biotechnology,Springer,1436-2236,3000,2016-08-11,NA
Marine Geophysical Research,Springer,1573-0581,3000,2016-08-11,NA
Marine Systems & Ocean Technology,Springer,2199-4749,3000,2016-08-11,NA
Marketing Letters,Springer,1573-059X,3000,2016-08-11,NA
Materials and Structures,Springer,1871-6873,3000,2016-08-11,NA
Maternal and Child Health Journal,Springer,1573-6628,3000,2016-08-11,NA
Mathematical Geosciences,Springer,1874-8953,3000,2016-08-11,NA
The Mathematical Intelligencer,Springer,1866-7414,3000,2016-08-11,NA
Mathematical Methods of Operations Research,Springer,1432-5217,3000,2016-08-11,NA
Mathematical Physics Analysis and Geometry,Springer,1572-9656,3000,2016-08-11,NA
Mathematical Programming,Springer,1436-4646,3000,2016-08-11,NA
Mathematical Programming Computation,Springer,1867-2957,3000,2016-08-11,NA
Mathematics in Computer Science,Springer,1661-8289,3000,2016-08-11,NA
Mathematics of Control Signals and Systems,Springer,1435-568X,3000,2016-08-11,NA
Mathematics Education Research Journal,Springer,2211-050X,3000,2016-08-11,NA
Mathematics and Financial Economics,Springer,1862-9660,3000,2016-08-11,NA
Mathematische Annalen,Springer,1432-1807,3000,2016-08-11,NA
Mathematische Semesterberichte,Springer,1432-1815,3000,2016-08-11,NA
Mathematische Zeitschrift,Springer,1432-1823,3000,2016-08-11,NA
Meccanica,Springer,1572-9648,3000,2016-08-11,NA
Mechanics of Time-Dependent Materials,Springer,1573-2738,3000,2016-08-11,NA
Medical & Biological Engineering & Computing,Springer,1741-0444,3000,2016-08-11,NA
Medical Microbiology and Immunology,Springer,1432-1831,3000,2016-08-11,NA
Medical Oncology,Springer,1559-131X,3000,2016-08-11,NA
Medical Science Educator,Springer,2156-8650,3000,2016-08-11,NA
Medicinal Chemistry Research,Springer,1554-8120,3000,2016-08-11,NA
Medicine Health Care and Philosophy,Springer,1572-8633,3000,2016-08-11,NA
Mediterranean Journal of Mathematics,Springer,1660-5454,3000,2016-08-11,NA
medizinische genetik,Springer,1863-5490,3000,2016-08-11,MOLECULAR AND CELL BIOLOGY
Medizinische Klinik - Intensivmedizin und Notfallmedizin,Springer,2193-6226,3000,2016-08-11,NA
Medizinrecht,Springer,1433-8629,3000,2016-08-11,NA
Memetic Computing,Springer,1865-9292,3000,2016-08-11,NA
memo - Magazine of European Medical Oncology,Springer,1865-5076,3000,2016-08-11,NA
Memory & Cognition,Springer,1532-5946,3000,2016-08-11,NA
Metabolic Brain Disease,Springer,1573-7365,3000,2016-08-11,NA
Metabolomics,Springer,1573-3890,3000,2016-08-11,NA
Metacognition and Learning,Springer,1556-1631,3000,2016-08-11,NA
Metallography Microstructure and Analysis,Springer,2192-9270,3000,2016-08-11,NA
Metallurgical and Materials Transactions A,Springer,1543-1940,3000,2016-08-11,NA
Metallurgical and Materials Transactions B,Springer,1543-1916,3000,2016-08-11,NA
Metallurgical and Materials Transactions E,Springer,2196-2944,3000,2016-08-11,NA
Metascience,Springer,1467-9981,3000,2016-08-11,NA
Meteorology and Atmospheric Physics,Springer,1436-5065,3000,2016-08-11,NA
Methodology and Computing in Applied Probability,Springer,1573-7713,3000,2016-08-11,NA
Metrika,Springer,1435-926X,3000,2016-08-11,NA
METRON,Springer,2281-695X,3000,2016-08-11,NA
Microbial Ecology,Springer,1432-184X,3000,2016-08-11,NA
Microchimica Acta,Springer,1436-5073,3000,2016-08-11,NA
Microfluidics and Nanofluidics,Springer,1613-4990,3000,2016-08-11,NA
Microgravity Science and Technology,Springer,1875-0494,3000,2016-08-11,NA
Microsystem Technologies,Springer,1432-1858,3000,2016-08-11,NA
Milan Journal of Mathematics,Springer,1424-9294,3000,2016-08-11,NA
Mind & Society,Springer,1860-1839,3000,2016-08-11,NA
Mindfulness,Springer,1868-8535,3000,2016-08-11,NA
Minds and Machines,Springer,1572-8641,3000,2016-08-11,NA
Mine Water and the Environment,Springer,1616-1068,3000,2016-08-11,NA
Mineral Economics,Springer,2191-2211,3000,2016-08-11,NA
Mineralium Deposita,Springer,1432-1866,3000,2016-08-11,NA
Mineralogy and Petrology,Springer,1438-1168,3000,2016-08-11,NA
Minerva,Springer,1573-1871,3000,2016-08-11,NA
Mitigation and Adaptation Strategies for Global Change,Springer,1573-1596,3000,2016-08-11,NA
Der MKG-Chirurg,Springer,1865-9667,3000,2016-08-11,NA
Mobile Networks and Applications,Springer,1572-8153,3000,2016-08-11,NA
Modeling Earth Systems and Environment,Springer,2363-6211,3000,2016-08-11,NA
Molecular Biology Reports,Springer,1573-4978,3000,2016-08-11,NA
Molecular Biotechnology,Springer,1559-0305,3000,2016-08-11,NA
Molecular Breeding,Springer,1572-9788,3000,2016-08-11,NA
Molecular and Cellular Biochemistry,Springer,1573-4919,3000,2016-08-11,NA
Molecular Diagnosis & Therapy,Springer,1179-2000,3000,2016-08-11,NA
Molecular Diversity,Springer,1573-501X,3000,2016-08-11,NA
Molecular Genetics and Genomics,Springer,1617-4623,3000,2016-08-11,NA
Molecular Imaging and Biology,Springer,1860-2002,3000,2016-08-11,NA
Molecular Neurobiology,Springer,1559-1182,3000,2016-08-11,NA
Monash Bioethics Review,Springer,1836-6716,3000,2016-08-11,NA
Monatsschrift Kinderheilkunde,Springer,1433-0474,3000,2016-08-11,NA
Morphology,Springer,1871-5656,3000,2016-08-11,NA
Motivation and Emotion,Springer,1573-6644,3000,2016-08-11,NA
Multibody System Dynamics,Springer,1573-272X,3000,2016-08-11,NA
Multidimensional Systems and Signal Processing,Springer,1573-0824,3000,2016-08-11,NA
Multimedia Systems,Springer,1432-1882,3000,2016-08-11,NA
Multimedia Tools and Applications,Springer,1573-7721,3000,2016-08-11,NA
MUSCULOSKELETAL SURGERY,Springer,2035-5114,3000,2016-08-11,NA
Mycological Progress,Springer,1861-8952,3000,2016-08-11,NA
Mycopathologia,Springer,1573-0832,3000,2016-08-11,NA
Mycorrhiza,Springer,1432-1890,3000,2016-08-11,NA
Mycotoxin Research,Springer,1867-1632,3000,2016-08-11,NA
Nano Research,Springer,1998-0000,3000,2016-08-11,NA
NanoEthics,Springer,1871-4765,3000,2016-08-11,NA
Nanotechnology for Environmental Engineering,Springer,2365-6387,3000,2016-08-11,NA
National Academy Science Letters,Springer,2250-1754,3000,2016-08-11,NA
Natur und Recht,Springer,1439-0515,3000,2016-08-11,NA
Natural Computing,Springer,1572-9796,3000,2016-08-11,NA
Natural Hazards,Springer,1573-0840,3000,2016-08-11,NA
Natural Language & Linguistic Theory,Springer,1573-0859,3000,2016-08-11,NA
Natural Language Semantics,Springer,1572-865X,3000,2016-08-11,NA
Natural Resources Research,Springer,1573-8981,3000,2016-08-11,NA
Naunyn-Schmiedeberg's Archives of Pharmacology,Springer,1432-1912,3000,2016-08-11,NA
Neohelicon,Springer,1588-2810,3000,2016-08-11,NA
Neophilologus,Springer,1572-8668,3000,2016-08-11,NA
Neotropical Entomology,Springer,1678-8052,3000,2016-08-11,NA
Der Nephrologe,Springer,1862-0418,3000,2016-08-11,NA
Der Nervenarzt,Springer,1433-0407,3000,2016-08-11,NA
Netherlands International Law Review,Springer,1741-6191,3000,2016-08-11,NA
NETNOMICS: Economic Research and Electronic Networking,Springer,1573-7071,3000,2016-08-11,NA
Network Modeling Analysis in Health Informatics and Bioinformatics,Springer,2192-6670,3000,2016-08-11,NA
Networks and Spatial Economics,Springer,1572-9427,3000,2016-08-11,NA
Neural Computing and Applications,Springer,1433-3058,3000,2016-08-11,NA
Neural Processing Letters,Springer,1573-773X,3000,2016-08-11,NA
Neurochemical Research,Springer,1573-6903,3000,2016-08-11,NA
Neurocritical Care,Springer,1556-0961,3000,2016-08-11,NA
Neuroethics,Springer,1874-5504,3000,2016-08-11,NA
neurogenetics,Springer,1364-6753,3000,2016-08-11,NA
Neuroinformatics,Springer,1559-0089,3000,2016-08-11,NA
Neurological Sciences,Springer,1590-3478,3000,2016-08-11,NA
NeuroMolecular Medicine,Springer,1559-1174,3000,2016-08-11,NA
neuropsychiatrie,Springer,2194-1327,3000,2016-08-11,NA
Neuropsychology Review,Springer,1573-6660,3000,2016-08-11,NA
Neuroradiology,Springer,1432-1920,3000,2016-08-11,NA
Neuroscience Bulletin,Springer,1995-8218,3000,2016-08-11,NA
Neurosurgical Review,Springer,1437-2320,3000,2016-08-11,NA
Neurotherapeutics,Springer,1878-7479,3000,2016-08-11,NA
Neurotoxicity Research,Springer,1476-3524,3000,2016-08-11,NA
New Forests,Springer,1573-5095,3000,2016-08-11,NA
New Zealand Journal of Educational Studies,Springer,2199-4714,3000,2016-08-11,NA
Nexus Network Journal,Springer,1522-4600,3000,2016-08-11,NA
Nonlinear Differential Equations and Applications NoDEA,Springer,1420-9004,3000,2016-08-11,NA
Nonlinear Dynamics,Springer,1573-269X,3000,2016-08-11,NA
Notfall +  Rettungsmedizin,Springer,1436-0578,3000,2016-08-11,NA
Nuclear Medicine and Molecular Imaging,Springer,1869-3482,3000,2016-08-11,NA
Nuclear Science and Techniques,Springer,2210-3147,3000,2016-08-11,NA
Numerical Algorithms,Springer,1572-9265,3000,2016-08-11,NA
Numerische Mathematik,Springer,0945-3245,3000,2016-08-11,NA
Nutrient Cycling in Agroecosystems,Springer,1573-0867,3000,2016-08-11,NA
Obesity Surgery,Springer,1708-0428,3000,2016-08-11,NA
Ocean Dynamics,Springer,1616-7228,3000,2016-08-11,NA
Ocean Science Journal,Springer,2005-7172,3000,2016-08-11,NA
Oecologia,Springer,1432-1939,3000,2016-08-11,NA
Oncologie,Springer,1765-2839,3000,2016-08-11,NA
Der Onkologe,Springer,1433-0415,3000,2016-08-11,NA
Open Economies Review,Springer,1573-708X,3000,2016-08-11,NA
Operational Research,Springer,1866-1505,3000,2016-08-11,NA
Operations Management Research,Springer,1936-9743,3000,2016-08-11,NA
Der Ophthalmologe,Springer,1433-0423,3000,2016-08-11,NA
Optical and Quantum Electronics,Springer,1572-817X,3000,2016-08-11,NA
Optical Review,Springer,1349-9432,3000,2016-08-11,NA
Optimization and Engineering,Springer,1573-2924,3000,2016-08-11,NA
Optimization Letters,Springer,1862-4480,3000,2016-08-11,NA
OR Spectrum,Springer,1436-6304,3000,2016-08-11,NA
Oral and Maxillofacial Surgery,Springer,1865-1569,3000,2016-08-11,NA
Oral Radiology,Springer,1613-9674,3000,2016-08-11,NA
Order,Springer,1572-9273,3000,2016-08-11,NA
Organic Agriculture,Springer,1879-4246,3000,2016-08-11,NA
Organisationsberatung Supervision Coaching,Springer,1862-2577,3000,2016-08-11,NA
Organisms Diversity & Evolution,Springer,1618-1077,3000,2016-08-11,NA
Oriental Pharmacy and Experimental Medicine,Springer,2211-1069,3000,2016-08-11,NA
Origins of Life and Evolution of Biospheres,Springer,1573-0875,3000,2016-08-11,NA
Osteoporosis International,Springer,1433-2965,3000,2016-08-11,NA
Oxidation of Metals,Springer,1573-4889,3000,2016-08-11,NA
Paddy and Water Environment,Springer,1611-2504,3000,2016-08-11,NA
Palaeobiodiversity and Palaeoenvironments,Springer,1867-1608,3000,2016-08-11,NA
Parasitology Research,Springer,1432-1955,3000,2016-08-11,NA
Pastoral Psychology,Springer,1573-6679,3000,2016-08-11,NA
Der Pathologe,Springer,1432-1963,3000,2016-08-11,NA
Pathology & Oncology Research,Springer,1532-2807,3000,2016-08-11,NA
The Patient - Patient-Centered Outcomes Research,Springer,1178-1661,3000,2016-08-11,NA
Pattern Analysis and Applications,Springer,1433-755X,3000,2016-08-11,NA
Pediatric Cardiology,Springer,1432-1971,3000,2016-08-11,NA
Pediatric Drugs,Springer,1179-2019,3000,2016-08-11,NA
Pediatric Nephrology,Springer,1432-198X,3000,2016-08-11,NA
Pediatric Radiology,Springer,1432-1998,3000,2016-08-11,NA
Pediatric Surgery International,Springer,1437-9813,3000,2016-08-11,NA
Peer-to-Peer Networking and Applications,Springer,1936-6450,3000,2016-08-11,NA
Periodica Mathematica Hungarica,Springer,1588-2829,3000,2016-08-11,NA
Personal and Ubiquitous Computing,Springer,1617-4917,3000,2016-08-11,NA
Pharmaceutical Medicine,Springer,1179-1993,3000,2016-08-11,NA
Pharmaceutical Research,Springer,1573-904X,3000,2016-08-11,NA
PharmacoEconomics,Springer,1179-2027,3000,2016-08-11,NA
PharmacoEconomics Italian Research Articles,Springer,2035-6137,3000,2016-08-11,NA
PharmacoEconomics Spanish Research Articles,Springer,1989-5453,3000,2016-08-11,NA
Phenomenology and the Cognitive Sciences,Springer,1572-8676,3000,2016-08-11,NA
Philosophia,Springer,1574-9274,3000,2016-08-11,NA
Philosophical Studies,Springer,1573-0883,3000,2016-08-11,NA
Philosophy of Management,Springer,2052-9597,3000,2016-08-11,NA
Philosophy & Technology,Springer,2210-5441,3000,2016-08-11,NA
Photonic Network Communications,Springer,1572-8188,3000,2016-08-11,NA
Photosynthesis Research,Springer,1573-5079,3000,2016-08-11,NA
Photosynthetica,Springer,1573-9058,3000,2016-08-11,NA
Physics and Chemistry of Minerals,Springer,1432-2021,3000,2016-08-11,NA
Physics in Perspective,Springer,1422-6960,3000,2016-08-11,NA
Phytochemistry Reviews,Springer,1572-980X,3000,2016-08-11,NA
Phytoparasitica,Springer,1876-7184,3000,2016-08-11,NA
Pituitary,Springer,1573-7403,3000,2016-08-11,NA
Plant Biotechnology Reports,Springer,1863-5474,3000,2016-08-11,NA
Plant Cell Reports,Springer,1432-203X,3000,2016-08-11,NA
Plant Cell Tissue and Organ Culture (PCTOC),Springer,1573-5044,3000,2016-08-11,NA
Plant Ecology,Springer,1573-5052,3000,2016-08-11,NA
Plant Foods for Human Nutrition,Springer,1573-9104,3000,2016-08-11,NA
Plant Growth Regulation,Springer,1573-5087,3000,2016-08-11,NA
Plant Molecular Biology,Springer,1573-5028,3000,2016-08-11,NA
Plant Molecular Biology Reporter,Springer,1572-9818,3000,2016-08-11,NA
Plant Reproduction,Springer,2194-7961,3000,2016-08-11,NA
Plant and Soil,Springer,1573-5036,3000,2016-08-11,NA
Plant Systematics and Evolution,Springer,2199-6881,3000,2016-08-11,NA
Planta,Springer,1432-2048,3000,2016-08-11,NA
Plasma Chemistry and Plasma Processing,Springer,1572-8986,3000,2016-08-11,NA
Plasmonics,Springer,1557-1963,3000,2016-08-11,NA
Der Pneumologe,Springer,1613-6055,3000,2016-08-11,NA
Polar Biology,Springer,1432-2056,3000,2016-08-11,NA
Policy Sciences,Springer,1573-0891,3000,2016-08-11,NA
Political Behavior,Springer,1573-6687,3000,2016-08-11,NA
Polymer Bulletin,Springer,1436-2449,3000,2016-08-11,NA
Population Ecology,Springer,1438-390X,3000,2016-08-11,NA
Population and Environment,Springer,1573-7810,3000,2016-08-11,NA
Population Research and Policy Review,Springer,1573-7829,3000,2016-08-11,NA
Portuguese Economic Journal,Springer,1617-9838,3000,2016-08-11,NA
Positivity,Springer,1572-9281,3000,2016-08-11,NA
Potato Research,Springer,1871-4528,3000,2016-08-11,NA
Potential Analysis,Springer,1572-929X,3000,2016-08-11,NA
Precision Agriculture,Springer,1573-1618,3000,2016-08-11,NA
Prevention Science,Springer,1573-6695,3000,2016-08-11,NA
Primates,Springer,1610-7365,3000,2016-08-11,NA
Probability Theory and Related Fields,Springer,1432-2064,3000,2016-08-11,NA
Probiotics and Antimicrobial Proteins,Springer,1867-1314,3000,2016-08-11,NA
ProCare,Springer,1613-7574,3000,2016-08-11,NA
Proceedings of the National Academy of Sciences India Section B: Biological Sciences,Springer,2250-1746,3000,2016-08-11,NA
Production Engineering,Springer,1863-7353,3000,2016-08-11,NA
Progress in Additive Manufacturing,Springer,2363-9520,3000,2016-08-11,NA
Progress in Artificial Intelligence,Springer,2192-6360,3000,2016-08-11,NA
PROSPECTS,Springer,1573-9090,3000,2016-08-11,NA
The Protein Journal,Springer,1573-4943,3000,2016-08-11,NA
Protoplasma,Springer,1615-6102,3000,2016-08-11,NA
Psychiatric Quarterly,Springer,1573-6709,3000,2016-08-11,NA
Psychological Injury and Law,Springer,1938-9728,3000,2016-08-11,NA
The Psychological Record,Springer,2163-3452,3000,2016-08-11,NA
Psychological Research,Springer,1430-2772,3000,2016-08-11,NA
Psychometrika,Springer,1860-0980,3000,2016-08-11,NA
Psychonomic Bulletin & Review,Springer,1531-5320,3000,2016-08-11,NA
Psycho-Oncologie,Springer,1778-381X,3000,2016-08-11,NA
Psychopharmacology,Springer,1432-2072,3000,2016-08-11,NA
psychopraxis. neuropraxis,Springer,2197-9715,3000,2016-08-11,NA
Psychotherapeut,Springer,1432-2080,3000,2016-08-11,NA
Psychotherapie Forum,Springer,1613-7604,3000,2016-08-11,NA
Public Choice,Springer,1573-7101,3000,2016-08-11,NA
Public Organization Review,Springer,1573-7098,3000,2016-08-11,NA
Public Transport,Springer,1613-7159,3000,2016-08-11,NA
Publishing Research Quarterly,Springer,1936-4792,3000,2016-08-11,NA
Publizistik,Springer,1862-2569,3000,2016-08-11,NA
Pure and Applied Geophysics,Springer,1420-9136,3000,2016-08-11,NA
Purinergic Signalling,Springer,1573-9546,3000,2016-08-11,NA
Qualitative Sociology,Springer,1573-7837,3000,2016-08-11,NA
Qualitative Theory of Dynamical Systems,Springer,1662-3592,3000,2016-08-11,NA
Quality of Life Research,Springer,1573-2649,3000,2016-08-11,NA
Quality & Quantity,Springer,1573-7845,3000,2016-08-11,NA
Quality and User Experience,Springer,2366-0147,3000,2016-08-11,NA
Quantitative Marketing and Economics,Springer,1573-711X,3000,2016-08-11,NA
Quantum Information Processing,Springer,1573-1332,3000,2016-08-11,NA
Quantum Studies: Mathematics and Foundations,Springer,2196-5617,3000,2016-08-11,NA
Queueing Systems,Springer,1572-9443,3000,2016-08-11,NA
Race and Social Problems,Springer,1867-1756,3000,2016-08-11,NA
Radiation and Environmental Biophysics,Springer,1432-2099,3000,2016-08-11,NA
Der Radiologe,Springer,1432-2102,3000,2016-08-11,NA
La radiologia medica,Springer,1826-6983,3000,2016-08-11,NA
Radiological Physics and Technology,Springer,1865-0341,3000,2016-08-11,NA
The Ramanujan Journal,Springer,1572-9303,3000,2016-08-11,NA
Rare Metals,Springer,1867-7185,3000,2016-08-11,NA
Raumforschung und Raumordnung,Springer,1869-4179,3000,2016-08-11,NA
Reaction Kinetics Mechanisms and Catalysis,Springer,1878-5204,3000,2016-08-11,NA
Reading and Writing,Springer,1573-0905,3000,2016-08-11,NA
Real-Time Systems,Springer,1573-1383,3000,2016-08-11,NA
Rechtsmedizin,Springer,1434-5196,3000,2016-08-11,NA
Regenerative Engineering and Translational Medicine,Springer,2364-4141,3000,2016-08-11,NA
Regional Environmental Change,Springer,1436-378X,3000,2016-08-11,NA
Rendiconti del Circolo Matematico di Palermo (1952 -),Springer,1973-4409,3000,2016-08-11,NA
Rendiconti Lincei,Springer,1720-0776,3000,2016-08-11,NA
Reproductive Medicine and Biology,Springer,1447-0578,3000,2016-08-11,NA
Requirements Engineering,Springer,1432-010X,3000,2016-08-11,NA
Res Publica,Springer,1572-8692,3000,2016-08-11,NA
Research on Chemical Intermediates,Springer,1568-5675,3000,2016-08-11,NA
Research in Engineering Design,Springer,1435-6066,3000,2016-08-11,NA
Research in Higher Education,Springer,1573-188X,3000,2016-08-11,NA
Research in Science Education,Springer,1573-1898,3000,2016-08-11,NA
Results in Mathematics,Springer,1420-9012,3000,2016-08-11,NA
Review of Accounting Studies,Springer,1573-7136,3000,2016-08-11,NA
Review of Agricultural Food and Environmental Studies,Springer,2425-6897,3000,2016-08-11,NA
The Review of Austrian Economics,Springer,1573-7128,3000,2016-08-11,NA
The Review of Black Political Economy,Springer,1936-4814,3000,2016-08-11,NA
Review of Derivatives Research,Springer,1573-7144,3000,2016-08-11,NA
Review of Economic Design,Springer,1434-4750,3000,2016-08-11,NA
Review of Economics of the Household,Springer,1573-7152,3000,2016-08-11,NA
Review of Industrial Organization,Springer,1573-7160,3000,2016-08-11,NA
The Review of International Organizations,Springer,1559-744X,3000,2016-08-11,NA
Review Journal of Autism and Developmental Disorders,Springer,2195-7185,3000,2016-08-11,NA
Review of Managerial Science,Springer,1863-6691,3000,2016-08-11,NA
Review of Philosophy and Psychology,Springer,1878-5166,3000,2016-08-11,NA
Review of Quantitative Finance and Accounting,Springer,1573-7179,3000,2016-08-11,NA
Review of Regional Research,Springer,1613-9836,3000,2016-08-11,NA
Review of Religious Research,Springer,2211-4866,3000,2016-08-11,NA
Review of World Economics,Springer,1610-2886,3000,2016-08-11,NA
Reviews in Endocrine and Metabolic Disorders,Springer,1573-2606,3000,2016-08-11,NA
Reviews in Environmental Science and Bio/Technology,Springer,1572-9826,3000,2016-08-11,NA
Reviews in Fish Biology and Fisheries,Springer,1573-5184,3000,2016-08-11,NA
Rheologica Acta,Springer,1435-1528,3000,2016-08-11,NA
rheuma plus,Springer,2191-2610,3000,2016-08-11,NA
Rheumatology International,Springer,1437-160X,3000,2016-08-11,NA
Ricerche di Matematica,Springer,1827-3491,3000,2016-08-11,NA
La Rivista Italiana della Medicina di Laboratorio - Italian Journal of Laboratory Medicine,Springer,2039-6821,3000,2016-08-11,NA
Rock Mechanics and Rock Engineering,Springer,1434-453X,3000,2016-08-11,NA
Russian Linguistics,Springer,1572-8714,3000,2016-08-11,NA
Scalable Computing and Communications,Springer,2364-9496,3000,2016-08-11,NA
Schmalenbach Business Review,Springer,2194-072X,3000,2016-08-11,NA
Der Schmerz,Springer,1432-2129,3000,2016-08-11,NA
School Mental Health,Springer,1866-2633,3000,2016-08-11,NA
Science Bulletin,Springer,2095-9281,3000,2016-08-11,NA
Science China Chemistry,Springer,1869-1870,3000,2016-08-11,NA
Science China Earth Sciences,Springer,1869-1897,3000,2016-08-11,NA
Science China Information Sciences,Springer,1869-1919,3000,2016-08-11,NA
Science China Materials,Springer,2199-4501,3000,2016-08-11,NA
Science China Mathematics,Springer,1869-1862,3000,2016-08-11,NA
Science China Physics Mechanics & Astronomy,Springer,1869-1927,3000,2016-08-11,NA
Science China Technological Sciences,Springer,1869-1900,3000,2016-08-11,NA
Science & Education,Springer,1573-1901,3000,2016-08-11,NA
Science and Engineering Ethics,Springer,1471-5546,3000,2016-08-11,NA
The Science of Nature,Springer,1432-1904,3000,2016-08-11,NA
Scientometrics,Springer,1588-2861,3000,2016-08-11,NA
Selecta Mathematica,Springer,1420-9020,3000,2016-08-11,NA
SeMA Journal,Springer,2281-7875,3000,2016-08-11,NA
Semigroup Forum,Springer,1432-2137,3000,2016-08-11,NA
Seminars in Immunopathology,Springer,1863-2300,3000,2016-08-11,NA
Sensing and Imaging,Springer,1557-2072,3000,2016-08-11,NA
Service Business,Springer,1862-8508,3000,2016-08-11,NA
Service Oriented Computing and Applications,Springer,1863-2394,3000,2016-08-11,NA
Set-Valued and Variational Analysis,Springer,1877-0541,3000,2016-08-11,NA
Sex Roles,Springer,1573-2762,3000,2016-08-11,NA
Sexuality & Culture,Springer,1936-4822,3000,2016-08-11,NA
Sexuality and Disability,Springer,1573-6717,3000,2016-08-11,NA
Sexuality Research and Social Policy,Springer,1553-6610,3000,2016-08-11,NA
Shape Memory and Superelasticity,Springer,2199-3858,3000,2016-08-11,NA
Shock Waves,Springer,1432-2153,3000,2016-08-11,NA
Signal Image and Video Processing,Springer,1863-1711,3000,2016-08-11,NA
Silicon,Springer,1876-9918,3000,2016-08-11,NA
Skeletal Radiology,Springer,1432-2161,3000,2016-08-11,NA
Sleep and Biological Rhythms,Springer,1479-8425,3000,2016-08-11,NA
Sleep and Breathing,Springer,1522-1709,3000,2016-08-11,NA
Small Business Economics,Springer,1573-0913,3000,2016-08-11,NA
Small-scale Forestry,Springer,1873-7854,3000,2016-08-11,NA
Social Choice and Welfare,Springer,1432-217X,3000,2016-08-11,NA
Social Indicators Research,Springer,1573-0921,3000,2016-08-11,NA
Social Justice Research,Springer,1573-6725,3000,2016-08-11,NA
Social Network Analysis and Mining,Springer,1869-5469,3000,2016-08-11,NA
Social Psychiatry and Psychiatric Epidemiology,Springer,1433-9285,3000,2016-08-11,NA
Social Psychology of Education,Springer,1573-1928,3000,2016-08-11,NA
Society,Springer,1936-4725,3000,2016-08-11,NA
Soft Computing,Springer,1433-7479,3000,2016-08-11,NA
Software Quality Journal,Springer,1573-1367,3000,2016-08-11,NA
Software & Systems Modeling,Springer,1619-1374,3000,2016-08-11,NA
Solar Physics,Springer,1573-093X,3000,2016-08-11,NA
Sophia,Springer,1873-930X,3000,2016-08-11,NA
Soziale Passagen,Springer,1867-0199,3000,2016-08-11,NA
Soziale Probleme,Springer,2364-3951,3000,2016-08-11,NA
Space Science Reviews,Springer,1572-9672,3000,2016-08-11,NA
Spatial Demography,Springer,2164-7070,3000,2016-08-11,NA
Spatial Information Research,Springer,2366-3294,3000,2016-08-11,NA
Spektrum der Augenheilkunde,Springer,1613-7523,3000,2016-08-11,NA
Sport Sciences for Health,Springer,1825-1234,3000,2016-08-11,NA
Sports Engineering,Springer,1460-2687,3000,2016-08-11,NA
Sports Medicine,Springer,1179-2035,3000,2016-08-11,NA
Sportwissenschaft,Springer,1868-1069,3000,2016-08-11,NA
Springer Science Reviews,Springer,2213-7793,3000,2016-08-11,NA
Standort,Springer,1432-220X,3000,2016-08-11,NA
Statistical Inference for Stochastic Processes,Springer,1572-9311,3000,2016-08-11,NA
Statistical Methods & Applications,Springer,1613-981X,3000,2016-08-11,NA
Statistical Papers,Springer,1613-9798,3000,2016-08-11,NA
Statistics in Biosciences,Springer,1867-1772,3000,2016-08-11,NA
Statistics and Computing,Springer,1573-1375,3000,2016-08-11,NA
Stem Cell Reviews and Reports,Springer,1558-6804,3000,2016-08-11,NA
Stochastic Environmental Research and Risk Assessment,Springer,1436-3259,3000,2016-08-11,NA
Stochastics and  Partial Differential Equations: Analysis and Computations,Springer,2194-041X,3000,2016-08-11,NA
Stomatologie,Springer,1613-7698,3000,2016-08-11,NA
Strahlentherapie und Onkologie,Springer,1439-099X,3000,2016-08-11,NA
Structural Chemistry,Springer,1572-9001,3000,2016-08-11,NA
Structural and Multidisciplinary Optimization,Springer,1615-1488,3000,2016-08-11,NA
Studia Logica,Springer,1572-8730,3000,2016-08-11,NA
Studies in Comparative International Development,Springer,1936-6167,3000,2016-08-11,NA
Studies in East European Thought,Springer,1573-0948,3000,2016-08-11,NA
Studies in Philosophy and Education,Springer,1573-191X,3000,2016-08-11,NA
Supportive Care in Cancer,Springer,1433-7339,3000,2016-08-11,NA
Surgery Today,Springer,1436-2813,3000,2016-08-11,NA
Surgical Endoscopy,Springer,1432-2218,3000,2016-08-11,NA
Surgical and Radiologic Anatomy,Springer,1279-8517,3000,2016-08-11,ORTHOPEDICS
Surveys in Geophysics,Springer,1573-0956,3000,2016-08-11,NA
Sustainability Science,Springer,1862-4057,3000,2016-08-11,NA
Sustainable Water Resources Management,Springer,2363-5045,3000,2016-08-11,NA
Swarm Intelligence,Springer,1935-3820,3000,2016-08-11,NA
Swiss Journal of Palaeontology,Springer,1664-2384,3000,2016-08-11,NA
Symbiosis,Springer,1878-7665,3000,2016-08-11,NA
Synthese,Springer,1573-0964,3000,2016-08-11,NA
Systematic Parasitology,Springer,1573-5192,3000,2016-08-11,NA
Systemic Practice and Action Research,Springer,1573-9295,3000,2016-08-11,NA
Systems and Synthetic Biology,Springer,1872-5333,3000,2016-08-11,NA
Targeted Oncology,Springer,1776-260X,3000,2016-08-11,NA
Techniques in Coloproctology,Springer,1128-045X,3000,2016-08-11,NA
Technology and Economics of Smart Grids and Sustainable Energy,Springer,2199-4706,3000,2016-08-11,NA
