Domain_English,Field_English,SubField_English,1.01 SEQ,Source_title,issn,essn,smsid,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,Management of Environmental Quality: An International Journal,1477-7835,,127325,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,Natural Resources Forum,0165-0203,1477-8947,113635,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,Polish Journal of Environmental Studies,1230-1485,,118934,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,Pollution Research,0257-8050,,103170,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,"Practice Periodical of Hazardous, Toxic, and Radioactive Waste Management",1090-025X,,106552,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,Progress in Industrial Ecology,1476-8917,1478-8764,121913,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,Quarterly Report of RTRI (Railway Technical Research Institute) (Japan),0033-9008,,130704,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,Resources Policy,0301-4207,,102347,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,"Resources, Conservation and Recycling",0921-3449,,100134,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,Reviews of environmental contamination and toxicology,0179-5953,,112291,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,Revista Internacional de Contaminacion Ambiental,0188-4999,,100149,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,Science of the Total Environment,0048-9697,,112465,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,Soil and Sediment Contamination,1532-0383,1549-7887,102914,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,Sustainability Science,1862-4065,1862-4057,128404,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,Sustainable Development,0968-0802,1099-1719,114567,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,The Environmentalist,0251-1088,1573-2991,102485,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,The International Journal of Life Cycle Assessment,0948-3349,1614-7502,105302,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,Toxicological & Environmental Chemistry,0277-2248,1029-0486,119581,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,Umweltwissenschaften und Schadstoff-Forschung,0934-3504,1865-5084,114213,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,Waste Management,0956-053X,,100043,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,Waste Management and Research (Elsevier),0734-242X,1096-3669,113754,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,"Water, Air & Soil Pollution: Focus",1567-7230,1573-2940,107005,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,"Water, Air, and Soil Pollution",0049-6979,1573-2932,109403,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,Wetland Science,1672-5948,,101146,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,WSEAS Transactions on Environment and Development,1790-5079,,126325,
Natural Sciences,Earth & Environmental Sciences,Environmental Sciences,159,Zhongguo Huanjing Kexue/China Environmental Science,1000-6923,,100187,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,AAPG Memoir,0271-8529,,107140,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Aardkundige Mededelingen,0250-7803,,122792,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Acta Geodaetica et Geophysica Hungarica,1217-8977,1587-1037,110436,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Acta Geologica Hispanica,0567-7505,,122865,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Acta Geologica Hungarica,0236-5278,,111406,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Acta Geologica Sinica (English Edition),1000-9515,1755-6724,132873,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Acta Geophysica Polonica,0001-5725,,108578,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Acta Geophysica Sinica,0001-5733,,117930,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Acta Seismologica Sinica,0253-3782,,108008,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Acta Seismologica Sinica English Edition,1000-9116,,111146,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Advances in Geophysics,0065-2687,,110220,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Annals of Geophysics,1593-5213,,117929,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Annual Review of Earth and Planetary Sciences,0084-6597,1545-4495,103365,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Applied Geochemistry,0883-2927,,114299,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Applied Geophysics,1672-7975,1993-0658,109945,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Aquatic Geochemistry,1380-6165,1573-1421,102544,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Beijing da xue xue bao. Zi ran ke xue bao,0479-8023,,125969,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Boletin Geoologico y Minero,0366-0176,,116542,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Bollettino della Societa Geologica Italiana,0037-8763,,107516,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,"Bollettino della Societa Geologica Italiana, Supplemento",1722-2818,,127853,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Bulletin - Societie Geologique de France,0037-9409,,117927,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Bulletin de la Societe Vaudoise des Sciences Naturelles,0037-9603,,106177,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Bulletin of the Seismological Society of America,0037-1106,1943-3573,116711,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Bulletin of Volcanology,0258-8900,1432-0819,113917,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Canadian Mineralogist,0008-4476,,116506,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,CATENA,0341-8162,,101585,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Chemical Geology,0009-2541,,110171,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Chemie der Erde / Geochemistry,0009-2819,,115611,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Chinese Journal of Geochemistry,1000-9426,1993-0364,107076,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Chinese Science Bulletin,1001-6538,1861-9541,103141,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Clays and clay minerals,0009-8604,,105077,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Comptes Rendus de l'Académie des Sciences - Series IIA - Earth and Planetary Science,1251-8050,,118095,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Comptes Rendus Geoscience,1631-0713,,109705,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Computers & Geosciences,0098-3004,,103311,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Cuadernos Laboratoiro Xeoloxico de Laxe,0213-4497,,114952,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Developments in Precambrian Geology,0166-2635,,104372,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Diqiu Kexue - Zhongguo Dizhi Daxue Xuebao/Earth Science - Journal of China University of Geosciences,1000-2383,,119547,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Dizhen Dizhi,0253-4967,,119064,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Doklady Earth Sciences,1028-334X,1531-8354,105362,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Earth and Planetary Science Letters,0012-821X,1385-013X,109001,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Ecologae Geologicae Helvetiae,0012-9402,,113894,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,"Elements (Quebec, Quebec)",1811-5209,1811-5217,114665,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,European Journal of Environmental and Engineering Geophysics,1359-8155,,105673,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,European Journal of Mineralogy,0935-1221,,113397,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,First Break,0263-5046,1365-2397,101759,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Fizika Zemli,0002-3337,,135050,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Frontiers of Earth Science in China,1673-7385,1673-7490,108403,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Gems and Gemology,0016-626X,,114867,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,GeoActa,1721-8039,,100820,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geobiology,1472-4677,1472-4669,129675,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geochemical journal,0016-7002,,100577,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geochemical Transactions,,1467-4866,102930,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geochemistry International,0016-7029,1556-1968,102776,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,"Geochemistry, Geophysics, Geosystems",,1525-2027,140798,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,"Geochemistry: Exploration, Environment, Analysis",1467-7873,,124632,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geochimica et Cosmochimica Acta,0016-7037,0046-564X,103405,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geodesia es Kartografia,0016-7118,,105417,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geodinamica Acta,0985-3111,,106201,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geofisica International,0016-7169,,130497,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geofluids,1468-8115,1468-8123,106470,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geokhimiya,0016-7525,,100288,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geologia Sudetica,0072-100X,,115472,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geological Bulletin of China,1671-2552,,115390,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geological Society Memoir,0435-4052,,126746,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geological Society special publication,0305-8719,,116154,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geologiya i Geofizika,0016-7886,,115442,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geology,0091-7613,,101349,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geology in China,1000-3657,,101105,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geology of the Pacific Ocean,8755-755X,,121631,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geomorfologiya,0435-4281,,129066,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geophysical Journal (English Translation of Geofizicheskii Zhurnal),0275-9128,,102799,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geophysical Journal International,0956-540X,1365-246X,109328,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geophysical Prospecting,0016-8025,1365-2478,113907,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geophysics,0016-8033,1942-2156,105985,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geosphere,1553-040X,,107834,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geostandards & Geoanalytical Research,1639-4488,1751-908X,119815,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Geothermics,0375-6505,,112005,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,GSA today : a publication of the Geological Society of America,1052-5173,,126033,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,International Geology Review,0020-6814,1938-2839,118236,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,International Journal of Earth Sciences,1437-3254,1437-3262,100709,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Island Arc,1038-4871,1440-1738,118958,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Israel Journal of Earth Sciences,0021-2164,,103321,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Izvestiia Akademii nauk SSSR. Seriia geograficheskaia,0373-2444,,125297,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,"Izvestiya, Physics of the Solid Earth",1069-3513,1555-6506,102088,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,JOIDES Journal,0734-5615,,115019,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Jokull,0449-0576,,140640,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Journal of Applied Geophysics,0926-9851,,116712,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Journal of Asian Earth Sciences,1367-9120,,112476,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Journal of China University of Geosciences,1002-0705,,107332,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Journal of Earth System Science,0253-4126,0973-774X,105970,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Journal of Environmental and Engineering Geophysics,1083-1363,,118104,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Journal of Geochemical Exploration,0375-6742,,116115,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Journal of Geodynamics,0264-3707,,107740,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Journal of Geomagnetism and Geoelectricity,0022-1392,,103027,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Journal of Geophysics and Engineering,1742-2132,1742-2140,118634,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Journal of Geosciences,1802-6222,1803-1943,113187,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Journal of Metamorphic Geology,0263-4929,1525-1314,118218,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Journal of Seismic Exploration,0963-0651,,119937,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Journal of Seismology,1383-4649,1573-157X,111674,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Journal of Structural Geology,0191-8141,,103323,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Journal of the Czech Geological Society,1210-8197,,116736,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Journal of the Geological Society of China,1018-7057,,127618,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Journal of Volcanology and Geothermal Research,0377-0273,,113575,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Journal of Volcanology and Seismology,0742-0463,1819-7108,110567,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Lithos,0024-4937,,114414,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Magyar Geofizika,0025-0120,,110622,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Marine Geophysical Researches,0025-3235,1573-0581,100344,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Mathematical Geosciences,1874-8961,1874-8953,118913,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Meteoritics,0026-1114,,132537,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Meteoritics & Planetary Science,1086-9379,1945-5100,107151,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Mine Water and the Environment,1025-9112,1616-1068,114462,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Mineralogical magazine,0026-461X,,105426,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Mineralogical Record,0026-4628,,114207,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Natural Resources Research,1520-7439,1573-8981,105335,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Near Surface Geophysics,1569-4445,,108207,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,"Neues Jahrbuch für Mineralogie, Abhandlungen",0077-7757,,110576,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,"Neues Jahrbuch für Mineralogie, Monatshefte",0028-3649,,106059,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,"New Zealand Journal of Geology, and Geophysics",0028-8306,,120034,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Northwestern Geology,1009-6248,,109999,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Ofioliti,0391-2612,,111772,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Organic Geochemistry,0146-6380,,118525,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Periodico di Mineralogia,0369-8963,,128039,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Physics and Chemistry of Minerals,0342-1791,1432-2021,116710,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,"Physics and Chemistry of the Earth, Part A:  Solid Earth and Geodesy",1464-1895,,106550,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Physics of the Earth and Planetary Interiors,0031-9201,,108887,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Proceedings of the Ussher Society,0566-3954,,119810,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Progress in Natural Science (Elsevier),1002-0071,,119243,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,"Publications of the Institute of Geophysics, Polish Academy of Sciences, Series M: Miscellanea",0138-015X,,100559,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,pure and applied geophysics,0033-4553,1420-9136,109346,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Rendiconti della Societa Geologica Italiana,0392-3037,,130930,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Resource Geology,1344-1698,1751-3928,104472,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Reviews in Mineralogy,0275-0279,,105984,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Reviews in Mineralogy and Geochemistry,1529-6466,,112842,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Revista Geofisica,0252-9769,,123817,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Revista Geografica Venezolana,1012-1617,,131089,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Russian Geology and Geophysics,1068-7971,,108586,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,"Science in China. Series D, Earth sciences / Chinese Academy of Sciences",1006-9313,,101866,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Scientia Geologica Sinica,0563-5020,,110360,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,SEG Technical Program Expanded Abstracts,1052-3812,1949-4645,101071,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Seismological Research Letters,0895-0695,,108995,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Special Paper of the Geological Society of America,0072-1077,,147317,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Studia Geophysica et Geodaetica,0039-3169,1573-1626,102318,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Swiss Journal of Geosciences,1661-8726,1661-8734,103247,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Tectonics,0278-7407,,108525,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Tectonophysics,0040-1951,,111913,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Terra Antartica Reports,,,125499,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Terra Nova,0954-4879,1365-3121,104456,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,The American mineralogist,0003-004X,,114326,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,The Leading Edge,1070-485X,1938-3789,113951,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Transactions - Geothermal Resources Council,0193-5933,,119867,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,US Geological Survey Profesional Paper,1044-9612,,123910,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Vestnik Ceskeho Geologickeho Ustavu,1210-3527,,127609,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,"Vestnik Sankt-Peterburgskogo Universiteta, Seriya Geologiya i Geografiya",0132-4624,1029-7456,108377,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Visual Geosciences,1610-2924,,118635,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Wutan Huatan Jisuan Jishu,1001-1749,,102739,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Yerbilimleri/ Earth Sciences,1301-2894,,119858,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Zeitschrift der Deutschen Gesellschaft fur Geowissenschaften,1860-1804,,140999,
Natural Sciences,Earth & Environmental Sciences,Geochemistry & Geophysics,160,Zeitschrift für Angewandte Geologie,0044-2259,,110862,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Acta Carsologica,0583-6050,1580-2612,123758,
Natural Sciences,Earth & Environmental Sciences,Geology,161,AGSO Research Newsletter,1039-091X,,113088,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Applied Earth Science,0371-7453,1743-2758,111203,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Atlantic Geology,0843-5561,,115781,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Australian Journal of Earth Sciences,0812-0099,1440-0952,117926,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Basin Research,0950-091X,1365-2117,116709,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Boletim Paranaense de Geosciencias,0067-964X,,110396,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Brigham Young University Geology Studies,0068-1016,,109513,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Bulletin of the Geological Survey of Canada,0068-7626,,107931,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Bulletin of the Geological Survey of Finland,0367-522X,,117942,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Canadian Journal of Earth Sciences,0008-4077,1480-3313,111160,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Carbonates and Evaporites,0891-2556,1878-5212,102338,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Cave and Karst Science,1356-191X,,108103,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Clay minerals,0009-8558,,110967,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Developments in Sedimentology,0070-4571,,102558,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Earth-Science Reviews,0012-8252,,108457,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Economic geology and the bulletin of the Society of Economic Geologists,0361-0128,,105153,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Episodes,0705-3797,,118520,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Exploration and Mining Geology,0964-1823,,107340,
Natural Sciences,Earth & Environmental Sciences,Geology,161,GeoArabia,1025-6059,,118238,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Geociencias,0101-9082,,110953,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Geologia USP - Serie Cientifica,1519-874X,,102334,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Geologica Acta,1695-6133,,107630,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Geologica Carpathica,1335-0552,,100421,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Geological Journal,0072-1050,1099-1034,118641,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Geological Magazine,0016-7568,1469-5081,112178,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Geological Society of America bulletin,0016-7606,,105982,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Geological Survey of Denmark and Greenland Bulletin,1811-4598,,119786,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Geologische Rundschau : Zeitschrift fur allgemeine Geologie,0016-7835,,118084,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Geology of Ore Deposits,1075-7015,1555-6476,107336,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Geology Today,0266-6979,1365-2451,124825,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Geoscience Canada,0315-0941,,102376,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Geosciences Journal,1226-4806,1598-7477,112942,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Geotectonics,0016-8521,1556-1976,101102,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Geotimes,0016-8556,,130316,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Gondwana Research,1342-937X,,112121,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Indian Journal of Earth Sciences,0379-5128,,111065,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Indian Minerals,0019-5936,,102004,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Irish Journal of Earth Sciences,0790-1763,,103325,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Journal of African Earth Sciences,0899-5362,,112214,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Journal of Cave and Karst Studies,1090-6924,,126157,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Journal of Geology,0022-1376,1537-5269,120719,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Journal of Mining and Geology,1116-2775,,127820,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Journal of Sedimentary Research,1527-1404,,118087,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Journal of South American Earth Sciences,0895-9811,,108176,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Journal of the Geological Society,0016-7649,,103654,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Journal of the Geological Society of India,0016-7622,0974-6889,103320,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Lithology and Mineral Resources,0024-4902,1608-3229,120114,
Natural Sciences,Earth & Environmental Sciences,Geology,161,Marine and Petroleum Geology,0264-8172,,102328,
