"issn","journal_name","pub_name",is_hybrid,"category","url"
"2456-3226","The Journal of Technology Management for Growing Economies (JTMGE)","Chitkara University Publications",0,NULL,""
"2456-3676","International Journal of Advanced Engineering and Management Research","nan",0,NULL,""
"2456-6157","International Journal of Multidisciplinary Education and Research","nan",0,NULL,""
"2456-9040","International Journal of Multidisciplinary Education and Research","nan",0,NULL,""
"2457-2460","International Journal of Medical Science and Public Health","nan",0,NULL,""
"2457-5518","Journal of Cardiovascular Emergencies","De Gruyter Open",0,"Medicine","http://www.degruyter.com/view/j/jce"
"2457-5836","Academic Journal of Economic Studies","Editura Universitara",0,"Social Sciences","http://www.ajes.ro/"
"2457-7715","British and American Studies","Diacritic",0,"Language and Literature","http://www.litere.uvt.ro/publicatii/BAS/index.htm"
"2458-0341","Junior Scientific Researcher","Research Publishing SRL",0,"Social Sciences","http://www.jsrpublishing.com/"
"2458-7176","Bulletin De L’Institut Scientifique, Section Sciences De La Vie","Mohammed V University of Rabat, Scientific Institut",0,"Science","http://www.israbat.ac.ma/?page_id=257"
"2458-7184","Bulletin De L’Institut Scientifique, Section Sciences De La Terre","Mohammed V University of Rabat, Scientific Institut",0,"Geography. Anthropology. Recreation","http://www.israbat.ac.ma/?page_id=251"
"2458-7672","Journal of History and Future","Celal Öney",0,"History (General) and history of Europe","http://dergipark.ulakbim.gov.tr/jhf/"
"2458-9322","International Journal of Educational Research Review","Sakarya University",0,"Education","http://www.ijere.com/"
"2458-9489","International Journal of Human Sciences","nan",0,NULL,""
"2458-9675","Spiritual Psychology and Counseling","EDAM (Educational Consultancy and Research Center)",0,"Philosophy. Psychology. Religion","http://spiritualpc.net/"
"2458-973X","Journal of Sustainable Construction Materials and Technologies","Yildiz Technical University",0,"Technology","http://eds.yildiz.edu.tr/jscmt"
"2458-9942","Dokuz Eylül Üniversitesi Denizcilik Fakültesi Dergisi","Dokuz Eylül University, Maritime Faculty",0,"Naval Science","http://dergipark.ulakbim.gov.tr/deudfd/index"
"2459-3087","Tobacco Prevention and Cessation","EU European Publishing",0,"Medicine","http://www.tobaccopreventioncessation.com/"
"2459-3338","Approaches: An Interdisciplinary Journal of Music Therapy","Approaches",0,"Medicine","http://www.approaches.gr"
"2459-5160","Anafora","University of Osijek",0,"Social Sciences","http://www.ffos.unios.hr/anafora"
"2459-9638","Jurnal Elkomika","Teknik Elektro Institut Teknologi Nasional Bandung",0,"Technology","http://ejurnal.itenas.ac.id/index.php/elkomika"
"2460-0008","Tsaqafah","Universitas Darussalam Gontor",0,"Philosophy. Psychology. Religion","http://ejournal.unida.gontor.ac.id/index.php/tsaqafah"
"2460-0172","Jurnal Penelitian Komunikasi","Balai Pengkajian dan Pengembangan Komunikasi dan Informatika (BPPKI)",0,"Language and Literature","http://bppkibandung.id/index.php/jpk/index"
"2460-0601","Kesmas: Jurnal Kesehatan Masyarakat Nasional","Universitas Indonesia",0,"Medicine","http://journal.fkm.ui.ac.id/kesmasphj/index"
"2460-0717","Tazkia Islamic Finance and Business Review","Tazkia University College of Islamic Economics; Association of Islamic Economics Lecturers",0,"Philosophy. Psychology. Religion","http://www.tifbr-tazkia.org"
"2460-1152","Jurnal Economia","Universitas Negeri Yogyakarta",0,"Social Sciences","http://journal.uny.ac.id/index.php/economia"
"2460-1217","Jurnal Ilmiah SINERGI","Universitas Mercu Buana",0,"Technology","http://publikasi.mercubuana.ac.id/index.php/sinergi"
"2460-1888","Mechanical","Universitas Lampung",0,"Technology","http://journal.eng.unila.ac.id/index.php/mech"
"2460-2604","Indonesian EFL Journal: Journal of ELT, Linguistics, and Literature","Language Center of Islamic Institute of Uluwiyah, Mojokerto",0,"Education","http://ejournal.kopertais4.or.id/index.php/efi "
"2460-3902","Fenomena","LP2M IAIN Samarinda",0,"Philosophy. Psychology. Religion","http://journal.iain-samarinda.ac.id/index.php/fenomena"
"2460-3945","Forum Geografi","Muhammadiyah University Press",0,"Geography. Anthropology. Recreation","http://journals.ums.ac.id/index.php/fg/index"
"2460-4038","Jurnal Ilmiah Teknik Industri","Muhammadiyah University Press",0,"Technology","http://journals.ums.ac.id/index.php/jiti/"
"2460-4461","Majalah Kulit, Karet, Dan Plastik","Center for Leather, Rubber, and Plastics",0,"Technology","http://ejournal.kemenperin.go.id/mkkp"
"2460-4534","Jurnal Agripet","Syiah Kuala University",0,"Agriculture","http://jurnal.unsyiah.ac.id/agripet"
"2460-5123","JEJAK: Jurnal Ekonomi Dan Kebijakan","Universitas Negeri Semarang",0,"Social Sciences","http://journal.unnes.ac.id/nju/index.php/jejak"
"2460-5263","Jurnal Elementer","Politeknik Caltex Riau",0,"Technology","http://jurnal.pcr.ac.id/index.php/elementer/"
"2460-5794","Jurnal Edukasi","Universitas Islam Negeri Ar-Raniry",0,"Education","http://jurnal.ar-raniry.ac.id/index.php/cobaBK/index"
"2460-5824","Journal of Natural Resources and Environmental Management","Bogor Agricultural University",0,"Geography. Anthropology. Recreation","http://journal.ipb.ac.id/index.php/jpsl"
"2460-5999","Jurnal Neutrino","Universitas Islam Negeri Maulana Malik Ibrahim Malang",0,"Science","http://ejournal.uin-malang.ac.id/index.php/NEUTRINO/index"
"2460-6081","Issues in Social and Environmental Accounting","Sebelas Maret University",0,"Social Sciences","http://isea.icseard.uns.ac.id/index.php/isea"
"2460-6278","Journal of the Indonesian Tropical Animal Agriculture","Diponegoro University, Faculty of Animal and Agricultural Sciences",0,"Agriculture","http://ejournal.undip.ac.id/index.php/jitaa"
"2460-6588","Mazahib","IAIN Samarinda",0,"Law","http://journal.iain-samarinda.ac.id/index.php/mazahib"
"2460-6871","Alchemy: Journal of Chemistry","Universitas Islam Negeri Malik Ibrahim",0,"Science","http://ejournal.uin-malang.ac.id/index.php/Kimia/index"
"2460-6995","Research and Evaluation in Education","Universitas Negeri Yogyakarta",0,"Education","http://journal.uny.ac.id/index.php/reid"
"2460-710X","Lingua Cultura","Bina Nusantara University",0,"Language and Literature","http://journal.binus.ac.id/index.php/lingua"
"2460-7177","Jurnal Inovasi Teknologi Pendidikan","Universitas Negeri Yogyakarta",0,"Education","http://journal.uny.ac.id/index.php/jitp"
"2460-7207","Jurnal El-Hayah","UIN Maulana Malik Ibrahim Malang",0,"Science","http://ejournal.uin-malang.ac.id/index.php/bio/index"
"2460-724X","E-Jurnal Physical Education, Sport, Health and Recreation","Universitas Negeri Semarang",0,"Geography. Anthropology. Recreation","http://journal.unnes.ac.id/sju/index.php/peshr"
"2460-7649","Media Trend","Trunojoyo University",0,"Social Sciences","http://mediatrend.trunojoyo.ac.id/mediatrend"
"2460-7819","Jurnal Aplikasi Bisnis Dan Manajemen","Bogor Agricultural University",0,"Social Sciences","http://journal.ipb.ac.id/index.php/jabm"
"2460-7916","Harmoni Sosial: Jurnal Pendidikan IPS","Universitas Negeri Yogyakarta",0,"Social Sciences","http://journal.uny.ac.id/index.php/hsjpi"
"2460-8165","Masyarakat: Jurnal Sosiologi","Universitas Indonesia",0,"Social Sciences","http://journal.ui.ac.id/mjs"
"2460-836X","Neo-Bis","Trunojoyo University",0,"Social Sciences","http://journal.trunojoyo.ac.id/neo-bis"
"2460-8505","InFestasi: Jurnal Bisnis Dan Akuntansi","Universitas Trunojoyo Madura",0,"Social Sciences","http://journal.trunojoyo.ac.id/infestasi/index"
"2460-867X","Jurnal Psikologi","Universitas Gadjah Mada",0,"Philosophy. Psychology. Religion","http://jurnal.ugm.ac.id/jpsi"
"2460-870X","CSRID Journal","LPPM Universitas Potensi Utama",0,"Science","http://csrid.potensi-utama.ac.id/index.php/CSRID."
"2460-9021","Telematika","Universitas Pembangunan Nasional \"Veteran\" Yogyakarta",0,"Technology","http://jurnal.upnyk.ac.id/index.php/telematika"
"2460-9056","Indonesian Journal on Computing","SOC Press",0,"Science","http://socj.telkomuniversity.ac.id/ojs/index.php/indojc/"
"2460-9102","Nurani","Universitas Islam Negeri Raden Fatah ",0,"Law","http://jurnal.radenfatah.ac.id/index.php/Nurani"
"2460-9285","Infinity","Mathematics Education Study Program of STKIP Siliwangi",0,"Education","http://e-journal.stkipsiliwangi.ac.id/index.php/infinity"
"2460-9331","Jurnal Ekonomi Pembangunan: Kajian Masalah Ekonomi Dan Pembangunan","Muhammadiyah University Press",0,"Social Sciences","http://journals.ums.ac.id/index.php/JEP"
"2460-9412","Al-Tijary","IAIN Samarinda",0,"Philosophy. Psychology. Religion","http://journal.iain-samarinda.ac.id/index.php/altijary"
"2461-0259","Jurnal Keolahragaan","Universitas Negeri Yogyakarta",0,"Geography. Anthropology. Recreation","http://journal.uny.ac.id/index.php/jolahraga"
"2461-0550","Jurnal Akuntabilitas Manajemen Pendidikan","Universitas Negeri Yogyakarta",0,"Education","http://journal.uny.ac.id/index.php/jamp"
"2461-064X","Walisongo: Jurnal Penelitian Sosial Keagamaan","Walisongo State Islamic University",0,"Philosophy. Psychology. Religion","http://journal.walisongo.ac.id/index.php/walisongo"
"2461-0771","Etikonomi","Universitas Islam Negeri Syarif Hidayatullah Jakarta",0,"Social Sciences","http://journal.uinjkt.ac.id/index.php/etikonomi"
"2461-1182","Esensi: Jurnal Bisnis Dan Manajemen","Universitas Islam Negeri Syarif Hidayatullah Jakarta",0,"Social Sciences","http://journal.uinjkt.ac.id/index.php/esensi/index"
"2461-2465","International Journal of Medical Science and Public Health","nan",0,NULL,""
"2463-1426","Salutem Scientia Spiritus","Pontificia Universidad Javeriana",0,"Medicine","http://revistas.javerianacali.edu.co/index.php/salutemscientiaspiritus/index"
"2463-5618","Journal of Vascular Diagnostics and Interventions","Dove Medical Press",0,"Medicine","https://www.dovepress.com/journal-of-vascular-diagnostics-journal"
"2464-1596","Nordic Journal of Literacy Research","Cappelen Damm Akademisk, Nordic Open Acc",0,"Education","https://nordicliteracy.net/index.php/njlr"
"2464-3076","Tidsskrift for Velferdsforskning","Universitetsforlaget",0,"Social Sciences","http://idunn.no/tidsskrift_for_velferdsforskning"
"2465-1397","Geriatric Care","PAGEPress Publications",0,"Medicine","http://www.geriatric-care.org"
"2465-6089","Sri Lanka Journal of Forensic Medicine, Science & Law ","University of Peradeniya",0,"Law","http://sljfmsl.sljol.info/"
"2466-2470","International Journal of Medical Science and Public Health","nan",0,NULL,""
"2466-2585","Zaštita Materijala"," Engineering Society for Corrosion, Belgrade, Serbia ",0,"Technology","http://www.idk.org.rs"
"2466-3913","Accelerando: BJMD","Belgrade Center for Music and Dance",0,"Geography. Anthropology. Recreation","http://accelerandobjmd.weebly.com/"
"2467-8392","Journal of Sustainable Development Law and Policy","Afe Babalola University",0,"Law | Social Sciences","http://www.ogeesinstitute.edu.ng/journal"
"2467-9305","Journal of Maize Research and Development","Government of Nepal, Nepal Agricultural Research Council, National Maize Research Program",0,"Agriculture","http://nmrp.gov.np/journal-of-maize-research-and-development/"
"2469-0333","Con X","Universidad Nacional de La Plata, Facultad de Periodismo y Comunicación Social ",0,"Social Sciences","http://perio.unlp.edu.ar/ojs/index.php/conequis"
"2469-0643","Revista De Estudios Clásicos","Universidad Nacional de Cuyo",0,"Language and Literature","http://revistas.uncu.edu.ar/ojs/index.php/revistaestudiosclasicos/index"
"2469-066X","Kimün. Revista Interdisciplinaria De Formación Docente","PPCT",0,"Social Sciences","http://ppct.caicyt.gov.ar/kimun"
"2469-0783","Revista Científica Arbitrada De La Fundación MenteClara","Fundación MenteClara",0,"Philosophy. Psychology. Religion","http://fundacionmenteclara.org.ar/revista/index.php/RCA/"
"2469-1216","Raigal","Universidad Nacional de Villa María",0,"Social Sciences","http://raigal.unvm.edu.ar/"
"2469-4045","Journal of Emergency Medicine & Critical Care","Avens Publishing Group",0,NULL,""
"2469-4185","Journal of Nutrition & Health","Avens Publishing Group",0,NULL,""
"2469-567X","International Journal of Virology and AIDS","ClinMed International Library",0,NULL,""
"2469-5696","International Journal of Clinical Cardiology","ClinMed International Library",0,NULL,""
"2469-570X","International Journal of Stem Cell Research & Therapy","ClinMed International Library",0,NULL,""
"2469-5718","International Journal of Sports and Exercise Medicine","ClinMed International Library",0,NULL,""
"2469-5726","Journal of Rheumatic Diseases and Treatment","ClinMed International Library",0,NULL,""
"2469-5734","International Journal of Oral and Dental Health","ClinMed International Library",0,NULL,""
"2469-5742","International Archives of Urology and Complications","ClinMed International Library",0,NULL,""
"2469-5750","Journal of Dermatology Research and Therapy","ClinMed International Library",0,NULL,""
"2469-5769","International Journal of Pediatric Research (IJPR)","ClinMed International Library",0,NULL,""
"2469-5777","Trauma Cases and Reviews","ClinMed International Library",0,NULL,""
"2469-5793","Journal of Family Medicine and Disease Prevention","ClinMed International Library",0,NULL,""
"2469-5807","International Journal of Pathology and Clinical Research","ClinMed International Library",0,NULL,""
"2469-5823","International Archives of Nursing and Health Care","ClinMed International Library",0,NULL,""
"2469-5831","International Journal of Clinical Biostatistics and Biometrics","ClinMed International Library",0,NULL,""
"2469-584X","Journal of Clinical Gastroenterology and Treatment","ClinMed International Library",0,NULL,""
"2469-5858","Journal of Geriatric Medicine and Gerontology","ClinMed International Library",0,NULL,""
"2469-5866","International Journal of Brain Disorders and Treatment","ClinMed International Library",0,NULL,""
"2469-9888","Physical Review Accelerators and Beams","American Physical Society",0,"Science",""
"2469-9896","Physical Review Physics Education Research","American Physical Society",0,"Education",""
"2470-1114","Aperito Journal of Cellular and Molecular Biology (AJCMB)","Aperito Online Publishing",0,NULL,""
"2470-3524","Internal Medicine Review","nan",0,NULL,""
"2470-3532","Internal Medicine Review","nan",0,NULL,""
"2470-5055","American Journal of Modern Chemical Engineering","Columbia International Publishing",0,NULL,""
"2470-5071","Advances in Nutrition and Food Technologys","Aperito Online Publishing",0,NULL,""
"2470-6639","Biohouse Journal of Advanced Medical Research (BJAMR)","Biohouse Publishing Group",0,NULL,""
"2470-9999","American Journal of Tissue Engineering and Stem Cell","Columbia International Publishing",0,NULL,""
"2471-0148","Journal of Schizophrenia Research","Austin Publishing Group",0,NULL,""
"2471-0156","Austin Journal of Pathology & Laboratory Medicine","Austin Publishing Group",0,NULL,""
"2471-0164","Austin Proteomics","Austin Publishing Group",0,NULL,""
"2471-0172","Journal of Molecular Biology and Molecular Imaging","Austin Publishing Group",0,NULL,""
"2471-0245","Annals of Materials Science & Engineering","Austin Publishing Group",0,NULL,""
"2471-0261","Journal of Immune Research","Austin Publishing Group",0,NULL,""
"2471-027X","Austin Journal of Medical Oncology","Austin Publishing Group",0,NULL,""
"2471-0296","Austin Journal of Microbiology","Austin Publishing Group",0,NULL,""
"2471-0377","Physical Medicine and Rehabilitation - International","Austin Publishing Group",0,NULL,""
"2471-0385","Austin Journal of Radiation Oncology and Cancer","Austin Publishing Group",0,NULL,""
"2471-0393","Austin Journal of Reproductive Medicine & Infertility","Austin Publishing Group",0,NULL,""
"2471-0407","Austin Journal of Robotics & Automation","Austin Publishing Group",0,NULL,""
"2471-0415","Austin Journal of Sleep Disorders","Austin Publishing Group",0,NULL,""
"2471-0628","Austin Journal of Invitro Fertilization","Austin Publishing Group",0,NULL,""
"2471-1888","AIMS Microbiology","AIMS Press",0,"Science","http://www.aimspress.com/journal/microbiology"
"2471-2086","AIMS Agriculture and Food","AIMS Press",0,"Agriculture","http://www.aimspress.com/journal/agriculture"
"2471-2132","AIMS Geosciences","AIMS Press",0,"Science","http://www.aimspress.com/journal/geosciences"
"2471-2474","International Journal of Medical Science and Public Health","nan",0,NULL,""
"2471-2485","Journal of Cybersecurity Research","The Clute Institute",0,NULL,""
"2471-3880","Journal of New Librarianship","Self-published",0,"Information Science","http://newlibs.org/post/55"
"2471-433X","Journal of Law","Centre of Excellence for Scientific & Research Journalism (COES&RJ)",0,NULL,""
"2471-4348","Journal of Law","Centre of Excellence for Scientific & Research Journalism (COES&RJ)",0,NULL,""
"2471-4879","Journal of Environmental Studies","Avens Publishing Group",0,NULL,""
"2471-5943","Cancer Research and Oncology: Open Access","Cresco Online Publishing",0,NULL,""
"2471-6044","Diabetes Research and Metabolism: Open Access","Cresco Online Publishing",0,NULL,""
"2471-657X","International Journal of Dentistry and Oral Health","Bio Core (Biocore)",0,NULL,""
"2471-6782","International Journal of Pharma Sciences and Scientific Research","Bio Core (Biocore)",0,NULL,""
"2471-7371","International Journal of Nutritional Science and Food Technology","Bio Core (Biocore)",0,NULL,""
"2471-934X","Journal of Tolkien Research","Valparaiso University",0,"Language and Literature","http://scholar.valpo.edu/journaloftolkienresearch/"
"2471-965X","Hungarian Cultural Studies","University Library System, University of Pittsburgh",0,"History (General) and history of Europe","http://ahea.pitt.edu"
"2471-9773","Journal of the Georgia Public Health Association","Georgia Public Health Association",0,"Medicine","http://www.gapha.org/jgpha/"
"2472-0836","Journal of Mechanical and Automation Engineering (JMAE)","Aperito Online Publishing",0,NULL,""
"2472-3371","Austin Journal of Veterinary Science & Animal Husbandry","Austin Publishing Group",0,NULL,""
"2472-3517","Austin Virology and Retrovirology","Austin Publishing Group",0,NULL,""
"2472-3606","Austin Journal of Urology","Austin Publishing Group",0,NULL,""
"2472-3649","Annals of Translational Medicine & Epidemiology","Austin Publishing Group",0,NULL,""
"2472-3673","Austin Therapeutics","Austin Publishing Group",0,NULL,""
"2472-3681","Austin Journal of Tropical Medicine & Hygiene","Austin Publishing Group",0,NULL,""
"2472-369X","Austin Journal of Orthopedics & Rheumatology","Austin Publishing Group",0,NULL,""
"2472-6001","Advancements in Electrical and Electronics Technology","Cresco Online Publishing",0,NULL,""
"2472-6079","International Journal of Bacterio - Virology","Cresco Online Publishing",0,NULL,""
"2472-6125","Heart and Cardiology: Open Access","Cresco Online Publishing",0,NULL,""
"2472-6257","The Journal of Applied and Advanced Physics","Cresco Online Publishing",0,NULL,""
"2472-6281","Journal of Mechanical and Automobile Engineering","Cresco Online Publishing",0,NULL,""
"2472-632X","Journal of Etiology and Animal Health","Cresco Online Publishing",0,NULL,""
"2472-6362","Journal of Food Technology and Nutrition Sciences","Cresco Online Publishing",0,NULL,""
"2472-6435","Journal of Pharmacology and Pharmacovigilance","Cresco Online Publishing",0,NULL,""
"2472-7415","Mathematics and Statistics: Open Access","Cresco Online Publishing",0,NULL,""
"2472-7431","Oral Health and Dentistry Research: Open Access","Cresco Online Publishing",0,NULL,""
"2472-744X","International Journal of Educational Leadership","The Clute Institute",0,NULL,""
"2472-8179","Kidney and Urological Research: Open Access","Cresco Online Publishing",0,NULL,""
"2472-8365","Cell and Molecular Biology: Open Access","Cresco Online Publishing",0,NULL,""
"2472-8373","Research in HIV and Retroviral Infections: Open Access","Cresco Online Publishing",0,NULL,""
"2472-839X","Social Sciences & Psychology: Open Access","Cresco Online Publishing",0,NULL,""
"2472-8403","Trends in Clinical Research: Open Access","Cresco Online Publishing",0,NULL,""
"2472-8411","Trends and Advancements in Biochemistry","Cresco Online Publishing",0,NULL,""
"2472-9469","International Journal of Psychology and Cognitive Science","American Association for Science and Technology (AASCIT)",0,NULL,""
"2472-9493","International Journal of Energy Policy and Management","American Association for Science and Technology (AASCIT)",0,NULL,""
"2472-9566","International Journal of Civil Engineering and Construction Science","American Association for Science and Technology (AASCIT)",0,NULL,""
"2472-9582","Advances in Clinical and Medical Microbiology","Cresco Online Publishing",0,NULL,""
"2472-9590","International Journal of Chemical and Biomedical Science","American Association for Science and Technology (AASCIT)",0,NULL,""
"2472-9612","Annals of Surgery International: Open Access","Cresco Online Publishing",0,NULL,""
"2472-9620","Astronomy and Space Science: Open Access","Cresco Online Publishing",0,NULL,""
"2472-9728","American Journal of Environmental Policy and Management","American Association for Science and Technology (AASCIT)",0,NULL,""
"2472-9736","AASCIT Journal of Materials ","American Association for Science and Technology (AASCIT)",0,NULL,""
"2472-9752","AASCIT Journal of Materials ","American Association for Science and Technology (AASCIT)",0,NULL,""
"2472-9760","Journal of Civil and Architectural Engineering","Cresco Online Publishing",0,NULL,""
"2472-9779","Journal of Computer Science and Software Development","Cresco Online Publishing",0,NULL,""
"2472-9787","AASCIT Journal of Psychology ","American Association for Science and Technology (AASCIT)",0,NULL,""
"2472-9795","AASCIT Journal of Psychology ","American Association for Science and Technology (AASCIT)",0,NULL,""
"2473-0637","Austin Journal of Radiology","Austin Publishing Group",0,NULL,""
"2473-0645","Austin Journal of Otolaryngology","Austin Publishing Group",0,NULL,""
"2473-3423","Biomedical Laboratory and Clinical Research","1088 Email Press",0,NULL,""
"2473-3474","Advanced Research On Economincs and Management","1088 Email Press",0,NULL,""
"2473-3482","Application of Engineering and Technology","1088 Email Press",0,NULL,""
"2473-4985","Investigacion Cualitativa","Investigacion Cualitativa",0,"Social Sciences","http://ojs.revistainvestigacioncualitativa.com/index.php/ric"
"2473-8336","Journal of Copyright in Education and Librarianship","University of Colorado Colorado Springs",0,"Law","https://www.jcel-pub.org"
"2474-1353","International Journal of Women's Health and Wellness","ClinMed International Library",0,NULL,""
"2474-1418","American Journal of Oral Medicine","Columbia International Publishing",0,NULL,""
"2474-1647","Clinics in Surgery","nan",0,NULL,""
"2474-1655","Annals of Clinical Case Reports","nan",0,NULL,""
"2474-1663","Clinics in Oncology","nan",0,NULL,""
"2474-1914","Journal of Analytical & Molecular Techniques","Avens Publishing Group",0,NULL,""
"2474-3631","International Archives of Addiction Research and Medicine","ClinMed International Library",0,NULL,""
"2474-3658","Journal of Infectious Diseases and Epidemiology","ClinMed International Library",0,NULL,""
"2474-3674","International Journal of Critical Care and Emergency Medicine","ClinMed International Library",0,NULL,""
"2474-3682","Clinical Medical Image Library","ClinMed International Library",0,NULL,""
"2474-3690","Journal of Hypertension and Management","ClinMed International Library",0,NULL,""
"2474-4530","Journal of Microbiology & Microbial Technology","Avens Publishing Group",0,NULL,""
"2474-7394","Collabra: Psychology","University of California Press",0,"Psychology","http://www.collabra.org"
"2475-2478","International Journal of Medical Science and Public Health","nan",0,NULL,""
"2475-9066","The Journal of Open Source Software","Self Owned",0,"Computer Science","http://joss.theoj.org/"
"2476-3160","Marketing and Branding Research","Ardabil Industrial Management Institute",0,"Social Sciences","http://www.aimijournal.com/Jg/0/1704ad10-61e6-4606-b8d2-c2fc386f3867"
"2476-3217","Iranian Journal of Applied Ecology","Isfahan University of Technology",0,"Geography. Anthropology. Recreation","http://ijae.iut.ac.ir/"
"2476-549X","Journal of Human, Environment, and Health Promotion","Zanjan University of Medical Sciences",0,"Medicine","http://www.zums.ac.ir/jhehp"
"2476-5511","Annals of Research in Antioxidants","Society of Diabetic Nephropathy Prevention",0,"Medicine","http://annresantioxidants.com"
"2476-664X","International Journal of Basic Science in Medicine","Zabol University of Medical sciences",0,"Medicine","http://ijbsm.zbmu.ac.ir"
"2476-9053","Binus Business Review","Bina Nusantara University",0,"Social Sciences","http://journal.binus.ac.id/index.php/BBR/index"
"2476-907X","ComTech","Bina Nusantara University",0,"Technology","http://research.binus.ac.id/journal/comtech/"
"2476-9223","Signifikan","Universitas Islam Negeri Syarif Hidayatullah Jakarta",0,"Social Sciences","http://journal.uinjkt.ac.id/index.php/signifikan"
"2476-9266","Jurnal Penelitian Pos Dan Informatika","R&D Center for Post and Informatics",0,"Language and Literature","https://jurnal-ppi.kominfo.go.id"
"2476-9304","Qudus International Journal of Islamic Studies","P3M STAIN Kudus",0,"Philosophy. Psychology. Religion","http://journal.stainkudus.ac.id/index.php/QIJIS/index"
"2476-9347","Omni-Aktuatika","Jenderal Soedirman University",0,"Agriculture","http://omniakuatika.net/"
"2476-9401","Jurnal Pendidikan Vokasi","Universitas Negeri Yogyakarta",0,"Education","http://journal.uny.ac.id/index.php/jpv"
"2476-9479","Addin","Sekolah Tinggi Agama Islam Negeri (STAIN) Kudus",0,"Philosophy. Psychology. Religion","http://journal.stainkudus.ac.id/index.php/Addin/index"
"2476-955X","DeReMa (Development Research of Management): Jurnal Manajemen","Universitas Pelita Harapan",0,"Social Sciences","http://ojs.uph.edu/index.php/DJM"
"2476-9991","Jurnal Kelautan","Trunojoyo University",0,"Agriculture","http://journal.trunojoyo.ac.id/jurnalkelautan"
"2477-0256","Pharmaciana","Universitas Ahmad Dahlan",0,"Medicine","http://journal.uad.ac.id/index.php/PHARMACIANA/index"
"2477-0353","Agrovigor","Trunojoyo University",0,"Agriculture","http://journal.trunojoyo.ac.id/agrovigor"
"2477-1503","Jurnal Riset Pendidikan Matematika","Universitas Negeri Yogyakarta",0,"Education","http://journal.uny.ac.id/index.php/jrpm"
"2477-1570","Public Health of Indonesia","YCAB Publisher ",0,"Medicine","http://stikbar.org/ycabpublisher/index.php/PHI/index"
"2477-2038","Jurnal Penelitian Dan Pembelajaran IPA","Universitas Sultan Ageng Tirtayasa",0,"Education","http://jurnal.untirta.ac.id/index.php/JPPI/index"
"2477-2410","Jurnal Pendidikan Teknologi Dan Kejuruan","Univerisitas Negeri Yogyakarta",0,"Technology","http://journal.uny.ac.id/index.php/jptk"
"2477-2518","Jurnal Psikologi Pendidikan Dan Konseling","State University of Makassar",0,"Education","http://ojs.unm.ac.id/index.php/JPPK"
"2477-2550","Matics","Universitas Islam Negeri Maulana Malik Ibrahim Malang",0,"Science","http://ejournal.uin-malang.ac.id/index.php/saintek/index"
"2477-295X","At-Tajdid: Jurnal Ilmu Tarbiyah","LP3M STIT Muhammadiyah Pacitan",0,"Education","http://ejournal.stitmuh-pacitan.ac.id/index.php/attajdid/index"
"2477-2992","Jurnal Pendidikan Dan Pemberdayaan Masyarakat","Universitas Negeri Yogyakarta",0,"Education","http://journal.uny.ac.id/index.php/jppm"
"2477-3344","Cauchy","UIN Maulana Malik Ibrahim Malang",0,"Science","http://ejournal.uin-malang.ac.id/index.php/Math/index"
"2477-3751","Jurnal Ilmu Kehutanan","Universitas Gadjah Mada",0,"Agriculture","http://jurnal.ugm.ac.id/jikfkt/index"
"2477-3816","Intizar","Universitas Islam Negeri Raden Fatah Palembang",0,"Philosophy. Psychology. Religion","http://jurnal.radenfatah.ac.id/index.php/intizar"
"2477-3913","Andharupa","Universitas Dian Nuswantoro",0,"Fine Arts","http://publikasi.dinus.ac.id/index.php/andharupa"
"2477-4073","Belitung Nursing Journal","Belitung Raya Publisher",0,"Medicine","http://belitungraya.org/BRP/index.php/bnj/index"
"2477-4693","JKAP (Jurnal Kebijakan Dan Administrasi Publik)","Universitas Gadjah Mada",0,"Political science","http://journal.ugm.ac.id/jkap"
"2477-488X","Jurnal Akuntansi Dan Investasi","Universitas Muhammadiyah Yogyakarta",0,"Social Sciences","http://journal.umy.ac.id/index.php/ai/"
"2477-5215","PALASTReN: Jurnal Studi Gender","STAIN Kudus",0,"Social Sciences","http://journal.stainkudus.ac.id/index.php/Palastren"
"2477-5576","Economic: Jurnal Ekonomi Dan Hukum Islam","Islamic University Darul Ulum Banyuwangi",0,"Philosophy. Psychology. Religion","http://ejournal.kopertais4.or.id/index.php/economic/index"
"2477-5800","Gontor Agrotech Science Journal","Universitas Darussalam Gontor",0,"Agriculture","http://ejournal.unida.gontor.ac.id/index.php/agrotech/index"
"2477-5975","EMARA: Indonesian Journal of Architecture","Universitas Islam Negeri Sunan Ampel Surabaya",0,"Fine Arts","http://emara.uinsby.ac.id/index.php/EIJA"
"2477-6165","Journal of Research and Technology","Universitas Nahdlatul Ulama Sidoarjo",0,"Technology","http://journal.unusida.ac.id/index.php/jrt"
"2477-6238","Fiat Justisia","University of Lampung",0,"Law","http://jurnal.fh.unila.ac.id/index.php/fiat"
"2477-6580","Jurnal Penelitian","P3M STAIN Kudus",0,"Philosophy. Psychology. Religion","http://journal.stainkudus.ac.id/index.php/jurnalPenelitian"
"2477-667X","Modeling: Jurnal Program Studi PGMI","Sekolah Tinggi Ilmu Tarbiyah Nahdlatul Ulama Al Hikmah Mojokerto",0,"Education","http://ejournal.kopertais4.or.id/index.php/modeling/index"
"2477-6939","Aquacultura Indonesiana","Indonesian Aquaculture Society",0,"Agriculture","http://aquasiana.org/index.php/ai"
